Ligne;CAUSE_ACC1;CAUSE_ACC2;CAUSE_ACC3;CAUSE_ACC4;CAUSE_ACC5;TYPE_ROUTE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;ACC.INC
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;4;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;90;0;10;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;75;0;0;5;1;1;4;4;4;4;incident
;100;0;0;0;0;2;4;3;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;90;5;0;0;5;1;5;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;80;0;15;0;1;5;1;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;1;4;4;4;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;1;4;4;1;2;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;3;4;4;4;incident
;0;100;0;0;0;4;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;50;0;0;20;2;4;4;2;4;2;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;3;4;4;1;4;4;incident
;30;60;0;0;10;4;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;1;1;4;1;4;1;incident
;30;70;0;0;0;4;5;5;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;2;3;4;4;4;incident
;5;95;0;0;0;AUT|en sortie de ville;3;3;4;4;4;incident
;0;100;0;0;0;2;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;5;5;4;4;4;incident
;20;80;0;0;0;4;1;5;5;5;4;incident
;0;100;0;0;0;4;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;4;5;5;5;5;incident
;10;90;0;0;0;3;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;20;0;50;0;1;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;25;50;0;0;25;1;3;3;4;4;4;incident
;0;100;0;0;0;2;2;1;4;4;4;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;50;50;0;0;0;4;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;60;10;0;0;30;1;2;2;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;3;3;3;3;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;4;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;40;0;0;10;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;AUT|carrefour en entrée d'aglomération;4;3;4;4;4;incident
;30;70;0;0;0;1;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;30;0;60;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;30;0;0;70;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;90;10;0;0;0;1;1;4;4;4;4;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;20;80;0;0;0;3;1;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;2;3;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;1;90;0;0;9;4;2;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;3;1;4;4;4;incident
;0;100;0;0;0;AUT|dans une zone commerciale;4;1;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;3;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;2;4;4;4;4;incident
;10;90;0;0;0;2;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;5;70;0;25;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;15;70;0;15;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;85;10;0;5;0;1;3;5;5;4;4;incident
;0;100;0;0;0;1;2;5;5;5;5;incident
;1;99;0;0;0;2;1;1;1;2;1;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;1;3;3;4;4;4;incident
;50;0;0;50;0;2;1;1;3;3;2;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;1;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;5;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;10;90;0;0;0;AUT|col de montage;1;1;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;2;98;0;0;0;3;1;1;4;4;4;incident
;100;0;0;0;0;1;1;1;4;4;4;incident
;10;89;0;1;0;2;1;3;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;100;0;0;0;0;2;3;3;1;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;4;1;5;4;4;4;incident
;20;65;0;5;10;1;4;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;10;90;0;0;0;1;2;1;4;4;4;incident
;0;100;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;5;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;25;75;0;0;0;2;1;4;4;4;4;incident
;0;80;0;20;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;3;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;10;90;0;0;0;1;4;1;4;4;4;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;4;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;3;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;2;4;1;4;4;4;incident
;0;100;0;0;0;4;3;1;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;4;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;4;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;1;1;5;4;4;4;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;1;99;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;3;3;4;4;4;incident
